order_id,order_date,customer_id,region,customer_segment,product_id,product_name,category,quantity,discount,revenue,cost,profit
O00526,2025-02-07,C0205,North,Corporate,P004,Standing Desk,Furniture,3,0.15,790.5,570,220.5
O00527,2025-02-23,C0019,East,Consumer,P001,Laptop Pro 14,Electronics,6,0.1,6480.0,5100,1380.0
O00528,2025-10-08,C0242,North,Corporate,P007,Monitor 27,Electronics,3,0,840,540,300
O00529,2025-12-01,C0043,West,Consumer,P008,Desk Lamp,Furniture,1,0.15,34.0,22,12.0
O00530,2025-04-16,C0250,South,Corporate,P001,Laptop Pro 14,Electronics,2,0.1,2160.0,1700,460.0
O00531,2025-05-02,C0025,North,Corporate,P005,Smartphone X,Electronics,5,0.1,2925.0,2100,825.0
O00532,2025-07-04,C0001,West,Consumer,P008,Desk Lamp,Furniture,3,0,120,66,54
O00533,2025-02-19,C0007,South,Consumer,P005,Smartphone X,Electronics,8,0.05,4940.0,3360,1580.0
O00534,2025-03-01,C0079,West,Corporate,P005,Smartphone X,Electronics,2,0.15,1105.0,840,265.0
O00535,2025-11-25,C0140,West,Consumer,P008,Desk Lamp,Furniture,5,0,200,110,90
O00536,2025-04-06,C0115,North,Corporate,P006,Backpack,Accessories,7,0.1,315.0,175,140.0
O00537,2025-04-26,C0215,East,Small Business,P008,Desk Lamp,Furniture,8,0.1,288.0,176,112.0
O00538,2025-02-13,C0172,East,Small Business,P001,Laptop Pro 14,Electronics,3,0,3600,2550,1050
O00539,2025-02-01,C0216,West,Small Business,P007,Monitor 27,Electronics,4,0.2,896.0,720,176.0
O00540,2025-05-01,C0122,East,Consumer,P007,Monitor 27,Electronics,8,0.2,1792.0,1440,352.0
O00541,2025-10-20,C0231,South,Consumer,P007,Monitor 27,Electronics,1,0.2,224.0,180,44.0
O00542,2025-04-19,C0207,South,Consumer,P008,Desk Lamp,Furniture,3,0.05,114.0,66,48.0
O00543,2025-12-16,C0112,South,Small Business,P001,Laptop Pro 14,Electronics,7,0,8400,5950,2450
O00544,2025-02-04,C0023,West,Small Business,P003,Office Chair,Furniture,5,0.1,810.0,550,260.0
O00545,2025-09-24,C0118,North,Small Business,P007,Monitor 27,Electronics,6,0.1,1512.0,1080,432.0
O00546,2025-03-18,C0038,North,Consumer,P007,Monitor 27,Electronics,2,0.15,476.0,360,116.0
O00547,2025-06-26,C0225,West,Corporate,P002,Wireless Headphones,Electronics,5,0.2,380.0,275,105.0
O00548,2025-11-08,C0122,North,Consumer,P007,Monitor 27,Electronics,8,0.2,1792.0,1440,352.0
O00549,2025-11-13,C0156,West,Consumer,P005,Smartphone X,Electronics,7,0.05,4322.5,2940,1382.5
O00550,2025-01-26,C0191,West,Corporate,P007,Monitor 27,Electronics,6,0.05,1596.0,1080,516.0
O00551,2025-06-05,C0080,East,Corporate,P006,Backpack,Accessories,1,0.1,45.0,25,20.0
O00552,2025-06-03,C0250,West,Corporate,P002,Wireless Headphones,Electronics,4,0.05,361.0,220,141.0
O00553,2025-11-27,C0023,South,Corporate,P005,Smartphone X,Electronics,7,0.2,3640.0,2940,700.0
O00554,2025-09-22,C0223,East,Consumer,P004,Standing Desk,Furniture,7,0.15,1844.5,1330,514.5
O00555,2025-12-30,C0130,West,Consumer,P003,Office Chair,Furniture,2,0.1,324.0,220,104.0
O00556,2025-04-13,C0215,North,Consumer,P001,Laptop Pro 14,Electronics,3,0.05,3420.0,2550,870.0
O00557,2025-07-04,C0181,South,Corporate,P001,Laptop Pro 14,Electronics,8,0,9600,6800,2800
O00558,2025-07-23,C0163,North,Small Business,P006,Backpack,Accessories,8,0.2,320.0,200,120.0
O00559,2025-09-08,C0153,West,Consumer,P001,Laptop Pro 14,Electronics,4,0.1,4320.0,3400,920.0
O00560,2025-03-25,C0215,East,Small Business,P008,Desk Lamp,Furniture,6,0.1,216.0,132,84.0
O00561,2025-07-17,C0013,South,Small Business,P002,Wireless Headphones,Electronics,5,0,475,275,200
O00562,2025-12-13,C0053,East,Small Business,P004,Standing Desk,Furniture,4,0.05,1178.0,760,418.0
O00563,2025-08-31,C0234,South,Small Business,P007,Monitor 27,Electronics,1,0,280,180,100
O00564,2025-05-10,C0156,East,Small Business,P003,Office Chair,Furniture,1,0.05,171.0,110,61.0
O00565,2025-06-28,C0118,East,Consumer,P005,Smartphone X,Electronics,7,0.15,3867.5,2940,927.5
O00566,2025-11-16,C0102,North,Consumer,P008,Desk Lamp,Furniture,5,0.2,160.0,110,50.0
O00567,2025-12-17,C0028,West,Consumer,P006,Backpack,Accessories,5,0.1,225.0,125,100.0
O00568,2025-05-22,C0067,East,Consumer,P006,Backpack,Accessories,5,0.1,225.0,125,100.0
O00569,2025-11-04,C0104,East,Small Business,P003,Office Chair,Furniture,4,0,720,440,280
O00570,2025-06-01,C0067,West,Corporate,P003,Office Chair,Furniture,1,0.15,153.0,110,43.0
O00571,2025-12-29,C0147,South,Corporate,P007,Monitor 27,Electronics,1,0.2,224.0,180,44.0
O00572,2025-09-17,C0077,South,Small Business,P004,Standing Desk,Furniture,8,0.1,2232.0,1520,712.0
O00573,2025-08-30,C0033,East,Small Business,P003,Office Chair,Furniture,5,0,900,550,350
O00574,2025-04-24,C0091,South,Small Business,P003,Office Chair,Furniture,6,0,1080,660,420
O00575,2025-07-10,C0067,East,Corporate,P005,Smartphone X,Electronics,7,0.1,4095.0,2940,1155.0
O00576,2025-11-21,C0150,North,Corporate,P002,Wireless Headphones,Electronics,8,0,760,440,320
O00577,2025-09-29,C0077,West,Consumer,P004,Standing Desk,Furniture,2,0.15,527.0,380,147.0
O00578,2025-06-25,C0105,West,Consumer,P003,Office Chair,Furniture,3,0.05,513.0,330,183.0
O00579,2025-09-07,C0086,South,Corporate,P006,Backpack,Accessories,3,0,150,75,75
O00580,2025-05-21,C0054,South,Small Business,P001,Laptop Pro 14,Electronics,1,0.15,1020.0,850,170.0
O00581,2025-03-08,C0158,West,Small Business,P003,Office Chair,Furniture,8,0,1440,880,560
O00582,2025-09-02,C0099,North,Consumer,P007,Monitor 27,Electronics,7,0.15,1666.0,1260,406.0
O00583,2025-06-14,C0194,South,Consumer,P004,Standing Desk,Furniture,6,0,1860,1140,720
O00584,2025-12-22,C0225,East,Corporate,P001,Laptop Pro 14,Electronics,4,0.05,4560.0,3400,1160.0
O00585,2025-09-15,C0151,East,Consumer,P003,Office Chair,Furniture,2,0.15,306.0,220,86.0
O00586,2025-05-29,C0117,East,Corporate,P002,Wireless Headphones,Electronics,1,0.1,85.5,55,30.5
O00587,2025-07-03,C0193,South,Consumer,P003,Office Chair,Furniture,6,0.15,918.0,660,258.0
O00588,2025-04-25,C0187,South,Consumer,P007,Monitor 27,Electronics,1,0.05,266.0,180,86.0
O00589,2025-07-07,C0183,North,Corporate,P001,Laptop Pro 14,Electronics,3,0,3600,2550,1050
O00590,2025-01-25,C0170,North,Small Business,P005,Smartphone X,Electronics,1,0.2,520.0,420,100.0
O00591,2025-08-02,C0114,West,Consumer,P001,Laptop Pro 14,Electronics,1,0,1200,850,350
O00592,2025-04-16,C0178,North,Corporate,P005,Smartphone X,Electronics,8,0.05,4940.0,3360,1580.0
O00593,2025-05-19,C0160,South,Corporate,P007,Monitor 27,Electronics,2,0.2,448.0,360,88.0
O00594,2025-02-28,C0201,North,Corporate,P002,Wireless Headphones,Electronics,2,0.1,171.0,110,61.0
O00595,2025-09-25,C0250,South,Corporate,P004,Standing Desk,Furniture,4,0.1,1116.0,760,356.0
O00596,2025-01-21,C0141,West,Consumer,P007,Monitor 27,Electronics,5,0.05,1330.0,900,430.0
O00597,2025-01-02,C0004,North,Consumer,P008,Desk Lamp,Furniture,6,0.05,228.0,132,96.0
O00598,2025-09-19,C0020,North,Corporate,P008,Desk Lamp,Furniture,3,0,120,66,54
O00599,2025-05-16,C0119,North,Consumer,P004,Standing Desk,Furniture,8,0.1,2232.0,1520,712.0
O00600,2025-07-04,C0206,East,Corporate,P003,Office Chair,Furniture,1,0.1,162.0,110,52.0
O00601,2025-01-05,C0219,South,Small Business,P002,Wireless Headphones,Electronics,2,0,190,110,80
O00602,2025-08-13,C0245,East,Small Business,P003,Office Chair,Furniture,6,0.1,972.0,660,312.0
O00603,2025-04-04,C0030,West,Corporate,P002,Wireless Headphones,Electronics,6,0.1,513.0,330,183.0
O00604,2025-12-20,C0218,West,Corporate,P008,Desk Lamp,Furniture,5,0.15,170.0,110,60.0
O00605,2025-12-23,C0186,North,Consumer,P003,Office Chair,Furniture,2,0.05,342.0,220,122.0
O00606,2025-09-05,C0206,West,Consumer,P002,Wireless Headphones,Electronics,7,0.2,532.0,385,147.0
O00607,2025-01-15,C0221,South,Corporate,P007,Monitor 27,Electronics,6,0.2,1344.0,1080,264.0
O00608,2025-08-14,C0012,North,Corporate,P008,Desk Lamp,Furniture,2,0.15,68.0,44,24.0
O00609,2025-10-23,C0186,South,Small Business,P006,Backpack,Accessories,1,0.2,40.0,25,15.0
O00610,2025-12-05,C0187,South,Corporate,P006,Backpack,Accessories,2,0.15,85.0,50,35.0
O00611,2025-10-13,C0229,North,Consumer,P006,Backpack,Accessories,7,0.05,332.5,175,157.5
O00612,2025-03-26,C0020,West,Corporate,P003,Office Chair,Furniture,8,0.15,1224.0,880,344.0
O00613,2025-01-26,C0130,South,Small Business,P004,Standing Desk,Furniture,6,0.1,1674.0,1140,534.0
O00614,2025-02-10,C0118,West,Small Business,P007,Monitor 27,Electronics,7,0.05,1862.0,1260,602.0
O00615,2025-08-17,C0081,North,Corporate,P008,Desk Lamp,Furniture,2,0.15,68.0,44,24.0
O00616,2025-07-31,C0010,North,Consumer,P001,Laptop Pro 14,Electronics,2,0.15,2040.0,1700,340.0
O00617,2025-06-24,C0094,North,Consumer,P005,Smartphone X,Electronics,4,0.15,2210.0,1680,530.0
O00618,2025-11-14,C0154,West,Small Business,P008,Desk Lamp,Furniture,6,0.2,192.0,132,60.0
O00619,2025-02-19,C0195,South,Consumer,P006,Backpack,Accessories,8,0,400,200,200
O00620,2025-10-08,C0134,East,Small Business,P006,Backpack,Accessories,6,0.1,270.0,150,120.0
O00621,2025-09-10,C0036,West,Consumer,P002,Wireless Headphones,Electronics,1,0.05,90.25,55,35.25
O00622,2025-03-03,C0239,West,Consumer,P005,Smartphone X,Electronics,4,0.05,2470.0,1680,790.0
O00623,2025-02-25,C0194,West,Consumer,P008,Desk Lamp,Furniture,4,0.1,144.0,88,56.0
O00624,2025-12-04,C0151,South,Corporate,P002,Wireless Headphones,Electronics,8,0.15,646.0,440,206.0
O00625,2025-08-10,C0215,West,Small Business,P001,Laptop Pro 14,Electronics,1,0.2,960.0,850,110.0
O00626,2025-02-23,C0100,East,Small Business,P003,Office Chair,Furniture,3,0.05,513.0,330,183.0
O00627,2025-12-21,C0196,South,Corporate,P007,Monitor 27,Electronics,7,0.2,1568.0,1260,308.0
O00628,2025-08-20,C0207,South,Consumer,P007,Monitor 27,Electronics,6,0.1,1512.0,1080,432.0
O00629,2025-06-10,C0183,South,Consumer,P007,Monitor 27,Electronics,5,0.2,1120.0,900,220.0
O00630,2025-12-11,C0034,South,Small Business,P004,Standing Desk,Furniture,5,0.1,1395.0,950,445.0
O00631,2025-10-15,C0123,West,Small Business,P006,Backpack,Accessories,2,0.1,90.0,50,40.0
O00632,2025-09-25,C0028,North,Corporate,P005,Smartphone X,Electronics,7,0,4550,2940,1610
O00633,2025-04-13,C0069,South,Corporate,P003,Office Chair,Furniture,1,0,180,110,70
O00634,2025-12-20,C0201,East,Consumer,P005,Smartphone X,Electronics,3,0,1950,1260,690
O00635,2025-02-22,C0158,South,Small Business,P001,Laptop Pro 14,Electronics,6,0.15,6120.0,5100,1020.0
O00636,2025-12-23,C0074,North,Corporate,P007,Monitor 27,Electronics,4,0.2,896.0,720,176.0
O00637,2025-10-10,C0014,North,Small Business,P007,Monitor 27,Electronics,7,0.1,1764.0,1260,504.0
O00638,2025-08-15,C0213,South,Small Business,P005,Smartphone X,Electronics,4,0.2,2080.0,1680,400.0
O00639,2025-05-31,C0115,South,Small Business,P006,Backpack,Accessories,4,0.05,190.0,100,90.0
O00640,2025-09-21,C0031,West,Consumer,P002,Wireless Headphones,Electronics,3,0.05,270.75,165,105.75
O00641,2025-05-16,C0034,South,Small Business,P007,Monitor 27,Electronics,5,0.2,1120.0,900,220.0
O00642,2025-08-27,C0182,South,Consumer,P005,Smartphone X,Electronics,1,0.1,585.0,420,165.0
O00643,2025-01-27,C0199,East,Corporate,P003,Office Chair,Furniture,6,0.2,864.0,660,204.0
O00644,2025-09-27,C0057,South,Small Business,P006,Backpack,Accessories,2,0.1,90.0,50,40.0
O00645,2025-10-06,C0138,West,Consumer,P002,Wireless Headphones,Electronics,3,0.15,242.25,165,77.25
O00646,2025-12-06,C0085,East,Corporate,P006,Backpack,Accessories,4,0.05,190.0,100,90.0
O00647,2025-09-29,C0122,North,Consumer,P005,Smartphone X,Electronics,4,0.2,2080.0,1680,400.0
O00648,2025-11-25,C0158,South,Consumer,P006,Backpack,Accessories,8,0.05,380.0,200,180.0
O00649,2025-07-17,C0066,East,Consumer,P006,Backpack,Accessories,7,0,350,175,175
O00650,2025-01-23,C0076,South,Corporate,P006,Backpack,Accessories,8,0.15,340.0,200,140.0
O00651,2025-10-03,C0137,North,Small Business,P002,Wireless Headphones,Electronics,2,0.05,180.5,110,70.5
O00652,2025-12-17,C0109,North,Consumer,P002,Wireless Headphones,Electronics,4,0.05,361.0,220,141.0
O00653,2025-01-13,C0118,East,Consumer,P007,Monitor 27,Electronics,2,0.05,532.0,360,172.0
O00654,2025-04-02,C0204,East,Small Business,P002,Wireless Headphones,Electronics,2,0,190,110,80
O00655,2025-07-28,C0100,West,Small Business,P002,Wireless Headphones,Electronics,4,0.1,342.0,220,122.0
O00656,2025-01-09,C0100,North,Small Business,P007,Monitor 27,Electronics,7,0.1,1764.0,1260,504.0
O00657,2025-01-24,C0180,North,Corporate,P001,Laptop Pro 14,Electronics,2,0.2,1920.0,1700,220.0
O00658,2025-11-07,C0023,East,Corporate,P002,Wireless Headphones,Electronics,5,0.1,427.5,275,152.5
O00659,2025-08-31,C0041,South,Consumer,P007,Monitor 27,Electronics,7,0,1960,1260,700
O00660,2025-06-02,C0174,East,Consumer,P007,Monitor 27,Electronics,5,0.05,1330.0,900,430.0
O00661,2025-01-03,C0147,West,Small Business,P003,Office Chair,Furniture,2,0,360,220,140
O00662,2025-06-26,C0055,West,Small Business,P002,Wireless Headphones,Electronics,5,0.05,451.25,275,176.25
O00663,2025-04-24,C0158,East,Consumer,P003,Office Chair,Furniture,3,0.05,513.0,330,183.0
O00664,2025-01-28,C0218,West,Small Business,P002,Wireless Headphones,Electronics,3,0.2,228.0,165,63.0
O00665,2025-05-09,C0026,South,Small Business,P002,Wireless Headphones,Electronics,5,0,475,275,200
O00666,2025-03-07,C0172,South,Consumer,P008,Desk Lamp,Furniture,6,0.1,216.0,132,84.0
O00667,2025-06-12,C0125,West,Corporate,P005,Smartphone X,Electronics,2,0.05,1235.0,840,395.0
O00668,2025-10-18,C0094,East,Corporate,P005,Smartphone X,Electronics,3,0.2,1560.0,1260,300.0
O00669,2025-05-07,C0202,South,Small Business,P003,Office Chair,Furniture,1,0.1,162.0,110,52.0
O00670,2025-03-10,C0174,East,Corporate,P007,Monitor 27,Electronics,5,0.1,1260.0,900,360.0
O00671,2025-06-06,C0125,North,Consumer,P008,Desk Lamp,Furniture,8,0.1,288.0,176,112.0
O00672,2025-10-03,C0051,East,Small Business,P002,Wireless Headphones,Electronics,5,0.05,451.25,275,176.25
O00673,2025-09-17,C0162,North,Small Business,P002,Wireless Headphones,Electronics,2,0,190,110,80
O00674,2025-10-10,C0067,West,Small Business,P007,Monitor 27,Electronics,4,0,1120,720,400
O00675,2025-04-25,C0229,East,Consumer,P003,Office Chair,Furniture,6,0.15,918.0,660,258.0
O00676,2025-07-06,C0129,North,Small Business,P008,Desk Lamp,Furniture,2,0.15,68.0,44,24.0
O00677,2025-03-13,C0115,South,Consumer,P004,Standing Desk,Furniture,3,0.2,744.0,570,174.0
O00678,2025-01-21,C0057,West,Consumer,P003,Office Chair,Furniture,8,0.1,1296.0,880,416.0
O00679,2025-04-30,C0011,South,Small Business,P002,Wireless Headphones,Electronics,5,0.1,427.5,275,152.5
O00680,2025-08-21,C0226,North,Consumer,P006,Backpack,Accessories,7,0.15,297.5,175,122.5
O00681,2025-11-21,C0213,East,Small Business,P006,Backpack,Accessories,2,0.2,80.0,50,30.0
O00682,2025-12-01,C0097,East,Small Business,P005,Smartphone X,Electronics,3,0.15,1657.5,1260,397.5
O00683,2025-04-25,C0133,West,Corporate,P002,Wireless Headphones,Electronics,5,0.15,403.75,275,128.75
O00684,2025-11-06,C0002,South,Corporate,P006,Backpack,Accessories,8,0.15,340.0,200,140.0
O00685,2025-09-21,C0165,East,Consumer,P003,Office Chair,Furniture,4,0,720,440,280
O00686,2025-07-05,C0155,North,Small Business,P003,Office Chair,Furniture,3,0.05,513.0,330,183.0
O00687,2025-02-28,C0124,West,Corporate,P004,Standing Desk,Furniture,7,0.1,1953.0,1330,623.0
O00688,2025-01-12,C0063,North,Consumer,P004,Standing Desk,Furniture,3,0.15,790.5,570,220.5
O00689,2025-01-21,C0229,South,Consumer,P003,Office Chair,Furniture,3,0.2,432.0,330,102.0
O00690,2025-09-22,C0246,West,Small Business,P003,Office Chair,Furniture,5,0.05,855.0,550,305.0
O00691,2025-04-21,C0115,West,Corporate,P001,Laptop Pro 14,Electronics,5,0,6000,4250,1750
O00692,2025-11-04,C0037,South,Small Business,P003,Office Chair,Furniture,4,0.15,612.0,440,172.0
O00693,2025-08-21,C0153,North,Consumer,P005,Smartphone X,Electronics,3,0.1,1755.0,1260,495.0
O00694,2025-02-25,C0005,South,Small Business,P007,Monitor 27,Electronics,7,0.05,1862.0,1260,602.0
O00695,2025-02-19,C0046,West,Small Business,P007,Monitor 27,Electronics,3,0.2,672.0,540,132.0
O00696,2025-09-04,C0169,South,Small Business,P001,Laptop Pro 14,Electronics,2,0,2400,1700,700
O00697,2025-08-04,C0095,North,Small Business,P001,Laptop Pro 14,Electronics,7,0.2,6720.0,5950,770.0
O00698,2025-07-15,C0090,North,Corporate,P007,Monitor 27,Electronics,4,0.15,952.0,720,232.0
O00699,2025-04-30,C0233,North,Corporate,P003,Office Chair,Furniture,5,0.15,765.0,550,215.0
O00700,2025-01-03,C0182,North,Small Business,P007,Monitor 27,Electronics,5,0.05,1330.0,900,430.0
O00701,2025-12-02,C0053,East,Corporate,P002,Wireless Headphones,Electronics,1,0.15,80.75,55,25.75
O00702,2025-08-07,C0167,East,Corporate,P006,Backpack,Accessories,2,0.05,95.0,50,45.0
O00703,2025-05-22,C0175,West,Consumer,P007,Monitor 27,Electronics,6,0.2,1344.0,1080,264.0
O00704,2025-07-09,C0144,West,Corporate,P007,Monitor 27,Electronics,8,0.05,2128.0,1440,688.0
O00705,2025-03-12,C0219,North,Small Business,P005,Smartphone X,Electronics,6,0.15,3315.0,2520,795.0
O00706,2025-02-21,C0055,West,Corporate,P004,Standing Desk,Furniture,8,0.05,2356.0,1520,836.0
O00707,2025-11-22,C0002,North,Consumer,P001,Laptop Pro 14,Electronics,3,0.15,3060.0,2550,510.0
O00708,2025-02-02,C0068,South,Corporate,P008,Desk Lamp,Furniture,7,0,280,154,126
O00709,2025-07-25,C0158,East,Small Business,P002,Wireless Headphones,Electronics,1,0.15,80.75,55,25.75
O00710,2025-08-13,C0003,South,Small Business,P001,Laptop Pro 14,Electronics,3,0.15,3060.0,2550,510.0
O00711,2025-11-03,C0131,South,Small Business,P005,Smartphone X,Electronics,4,0,2600,1680,920
O00712,2025-05-03,C0168,North,Consumer,P003,Office Chair,Furniture,1,0.1,162.0,110,52.0
O00713,2025-06-30,C0172,West,Corporate,P002,Wireless Headphones,Electronics,5,0.15,403.75,275,128.75
O00714,2025-02-16,C0141,East,Small Business,P004,Standing Desk,Furniture,1,0,310,190,120
O00715,2025-04-26,C0156,South,Corporate,P006,Backpack,Accessories,6,0.1,270.0,150,120.0
O00716,2025-03-31,C0105,North,Small Business,P007,Monitor 27,Electronics,1,0.1,252.0,180,72.0
O00717,2025-03-01,C0206,East,Small Business,P002,Wireless Headphones,Electronics,5,0.1,427.5,275,152.5
O00718,2025-10-16,C0124,South,Corporate,P005,Smartphone X,Electronics,8,0.15,4420.0,3360,1060.0
O00719,2025-01-15,C0124,North,Corporate,P008,Desk Lamp,Furniture,8,0.2,256.0,176,80.0
O00720,2025-12-13,C0180,South,Corporate,P002,Wireless Headphones,Electronics,7,0.05,631.75,385,246.75
O00721,2025-10-02,C0003,East,Consumer,P007,Monitor 27,Electronics,6,0.2,1344.0,1080,264.0
O00722,2025-12-11,C0192,East,Consumer,P005,Smartphone X,Electronics,2,0.15,1105.0,840,265.0
O00723,2025-07-01,C0056,East,Consumer,P003,Office Chair,Furniture,8,0.1,1296.0,880,416.0
O00724,2025-05-01,C0189,South,Corporate,P004,Standing Desk,Furniture,8,0.05,2356.0,1520,836.0
O00725,2025-05-08,C0215,East,Consumer,P004,Standing Desk,Furniture,4,0.05,1178.0,760,418.0
O00726,2025-12-13,C0245,West,Small Business,P002,Wireless Headphones,Electronics,2,0,190,110,80
O00727,2025-07-10,C0159,East,Corporate,P001,Laptop Pro 14,Electronics,1,0.15,1020.0,850,170.0
O00728,2025-09-19,C0072,West,Consumer,P005,Smartphone X,Electronics,8,0.05,4940.0,3360,1580.0
O00729,2025-08-05,C0123,North,Small Business,P003,Office Chair,Furniture,1,0.2,144.0,110,34.0
O00730,2025-08-23,C0250,North,Small Business,P006,Backpack,Accessories,7,0.05,332.5,175,157.5
O00731,2025-01-07,C0173,South,Corporate,P008,Desk Lamp,Furniture,6,0,240,132,108
O00732,2025-11-10,C0221,East,Consumer,P002,Wireless Headphones,Electronics,6,0.1,513.0,330,183.0
O00733,2025-08-30,C0246,East,Corporate,P005,Smartphone X,Electronics,4,0.1,2340.0,1680,660.0
O00734,2025-04-18,C0108,East,Corporate,P003,Office Chair,Furniture,8,0.15,1224.0,880,344.0
O00735,2025-04-03,C0147,South,Small Business,P007,Monitor 27,Electronics,5,0.15,1190.0,900,290.0
O00736,2025-05-01,C0143,West,Corporate,P004,Standing Desk,Furniture,2,0.1,558.0,380,178.0
O00737,2025-08-31,C0207,North,Consumer,P004,Standing Desk,Furniture,3,0.05,883.5,570,313.5
O00738,2025-11-19,C0133,East,Corporate,P007,Monitor 27,Electronics,8,0.05,2128.0,1440,688.0
O00739,2025-10-18,C0013,West,Consumer,P005,Smartphone X,Electronics,5,0.2,2600.0,2100,500.0
O00740,2025-05-11,C0122,North,Corporate,P003,Office Chair,Furniture,1,0.05,171.0,110,61.0
O00741,2025-07-04,C0144,East,Corporate,P006,Backpack,Accessories,5,0.1,225.0,125,100.0
O00742,2025-06-29,C0223,South,Small Business,P001,Laptop Pro 14,Electronics,7,0,8400,5950,2450
O00743,2025-06-16,C0173,West,Small Business,P003,Office Chair,Furniture,5,0.1,810.0,550,260.0
O00744,2025-11-11,C0074,West,Small Business,P008,Desk Lamp,Furniture,2,0.15,68.0,44,24.0
O00745,2025-08-04,C0162,West,Consumer,P003,Office Chair,Furniture,3,0.1,486.0,330,156.0
O00746,2025-04-27,C0081,East,Small Business,P002,Wireless Headphones,Electronics,3,0.1,256.5,165,91.5
O00747,2025-11-27,C0102,East,Corporate,P005,Smartphone X,Electronics,5,0.2,2600.0,2100,500.0
O00748,2025-03-27,C0048,North,Consumer,P006,Backpack,Accessories,8,0.15,340.0,200,140.0
O00749,2025-04-18,C0043,West,Consumer,P004,Standing Desk,Furniture,5,0,1550,950,600
O00750,2025-10-08,C0014,North,Corporate,P002,Wireless Headphones,Electronics,2,0.15,161.5,110,51.5
O00751,2025-11-13,C0040,North,Small Business,P002,Wireless Headphones,Electronics,2,0.1,171.0,110,61.0
O00752,2025-05-07,C0189,East,Corporate,P007,Monitor 27,Electronics,5,0.05,1330.0,900,430.0
O00753,2025-03-29,C0008,North,Small Business,P003,Office Chair,Furniture,3,0.2,432.0,330,102.0
O00754,2025-08-28,C0250,East,Small Business,P006,Backpack,Accessories,6,0.15,255.0,150,105.0
O00755,2025-04-01,C0152,West,Small Business,P008,Desk Lamp,Furniture,3,0.2,96.0,66,30.0
O00756,2025-09-04,C0139,South,Consumer,P007,Monitor 27,Electronics,5,0.1,1260.0,900,360.0
O00757,2025-07-31,C0067,South,Corporate,P008,Desk Lamp,Furniture,5,0.1,180.0,110,70.0
O00758,2025-03-11,C0089,East,Corporate,P001,Laptop Pro 14,Electronics,1,0.2,960.0,850,110.0
O00759,2025-06-03,C0003,West,Corporate,P001,Laptop Pro 14,Electronics,8,0.15,8160.0,6800,1360.0
O00760,2025-07-11,C0049,West,Small Business,P004,Standing Desk,Furniture,1,0.2,248.0,190,58.0
O00761,2025-03-25,C0184,West,Corporate,P007,Monitor 27,Electronics,7,0.05,1862.0,1260,602.0
O00762,2025-08-05,C0161,South,Small Business,P004,Standing Desk,Furniture,5,0,1550,950,600
O00763,2025-05-18,C0106,South,Consumer,P005,Smartphone X,Electronics,5,0.2,2600.0,2100,500.0
O00764,2025-02-26,C0164,West,Small Business,P003,Office Chair,Furniture,3,0.1,486.0,330,156.0
O00765,2025-09-09,C0049,East,Consumer,P008,Desk Lamp,Furniture,5,0.2,160.0,110,50.0
O00766,2025-01-12,C0048,North,Corporate,P003,Office Chair,Furniture,1,0.2,144.0,110,34.0
O00767,2025-01-05,C0060,North,Consumer,P005,Smartphone X,Electronics,3,0.15,1657.5,1260,397.5
O00768,2025-06-25,C0108,East,Corporate,P001,Laptop Pro 14,Electronics,8,0.05,9120.0,6800,2320.0
O00769,2025-06-19,C0021,South,Consumer,P006,Backpack,Accessories,8,0,400,200,200
O00770,2025-10-06,C0121,South,Consumer,P005,Smartphone X,Electronics,7,0,4550,2940,1610
O00771,2025-03-04,C0250,South,Corporate,P005,Smartphone X,Electronics,7,0,4550,2940,1610
O00772,2025-04-12,C0118,North,Small Business,P008,Desk Lamp,Furniture,4,0,160,88,72
O00773,2025-12-15,C0247,East,Corporate,P004,Standing Desk,Furniture,8,0.15,2108.0,1520,588.0
O00774,2025-09-24,C0032,East,Corporate,P003,Office Chair,Furniture,1,0.2,144.0,110,34.0
O00775,2025-01-27,C0222,South,Consumer,P005,Smartphone X,Electronics,4,0.1,2340.0,1680,660.0
O00776,2025-01-08,C0043,East,Small Business,P004,Standing Desk,Furniture,7,0.1,1953.0,1330,623.0
O00777,2025-01-05,C0249,North,Small Business,P002,Wireless Headphones,Electronics,7,0.05,631.75,385,246.75
O00778,2025-02-15,C0064,South,Corporate,P008,Desk Lamp,Furniture,3,0.1,108.0,66,42.0
O00779,2025-01-31,C0092,South,Small Business,P002,Wireless Headphones,Electronics,6,0,570,330,240
O00780,2025-04-30,C0082,East,Corporate,P002,Wireless Headphones,Electronics,3,0.15,242.25,165,77.25
O00781,2025-07-03,C0186,South,Corporate,P004,Standing Desk,Furniture,1,0.15,263.5,190,73.5
O00782,2025-10-14,C0076,West,Consumer,P001,Laptop Pro 14,Electronics,8,0.15,8160.0,6800,1360.0
O00783,2025-08-28,C0071,South,Consumer,P003,Office Chair,Furniture,6,0.1,972.0,660,312.0
O00784,2025-05-15,C0139,East,Corporate,P003,Office Chair,Furniture,8,0.1,1296.0,880,416.0
O00785,2025-01-10,C0159,East,Small Business,P001,Laptop Pro 14,Electronics,7,0.05,7980.0,5950,2030.0
O00786,2025-12-04,C0248,West,Consumer,P004,Standing Desk,Furniture,6,0,1860,1140,720
O00787,2025-05-25,C0083,West,Small Business,P008,Desk Lamp,Furniture,3,0.2,96.0,66,30.0
O00788,2025-09-25,C0169,North,Consumer,P006,Backpack,Accessories,2,0,100,50,50
